NR_ADMINISTRATIE,CODE_FUNCTIE,CODE_SOORT,education_sector,institution_type,NAAM_VOLLEDIG,full_address,POSTCODE_VEST,NAAM_PLAATS_VEST,PROVINCIE_VEST,DT_IN_BEDRIJF,DT_UIT_BEDRIJF,is_active,CODE_STAND_RECORD,postcode_cleaned,location_type,function_type,temporal_status
08AO02,D,ILOC,vocational,international,COS De Wereld,Sonmansstraat 87.0 ,3039DH,ROTTERDAM,Zuid-Holland,2014-08-01,2017-08-01,False,H,3039dh,ILOC,D,Historical
09XS01,D,ILOC,vocational,international,nbbs Jenaplan De Overkant,Televisiebaan 106.0 ,3402VH,IJSSELSTEIN,Utrecht,2014-08-01,2017-08-01,False,H,3402vh,ILOC,D,Historical
13MN01,D,ILOC,vocational,international,Het Palet,Sint Maartenstraat 2.0 ,7009GR,DOETINCHEM,Gelderland,2014-08-01,2017-08-01,False,H,7009gr,ILOC,D,Historical
06BQ02,D,ILOC,vocational,international,OBS De Koningslinde,Koninginnelaan 1.0 a,5263DP,VUGHT,Noord-Brabant,2014-08-01,2018-08-01,False,H,5263dp,ILOC,D,Historical
06BQ02,D,ILOC,vocational,international,OBS De Koningslinde,Koninginnelaan 1.0 B,5263DP,VUGHT,Noord-Brabant,2014-08-01,2018-08-01,False,H,5263dp,ILOC,D,Historical
08RQ01,D,ILOC,vocational,international,GBS Aquamarijn,Turfmarkt 5.0 ,8021AA,ZWOLLE,Overijssel,2014-08-01,2020-08-01,False,H,8021aa,ILOC,D,Historical
16EC01,D,ILOC,vocational,international,Kindcentrum locatie Het Accoord,Hoendersekade 2.0 ,3332KW,ZWIJNDRECHT,Zuid-Holland,2014-08-01,2020-08-01,False,H,3332kw,ILOC,D,Historical
20HK01,D,ILOC,vocational,international,"Het Kompas, Leonardo-afdeling",Lovinkstraat 13.0 ,3841KE,HARDERWIJK,Gelderland,2014-08-01,2020-10-01,False,H,3841ke,ILOC,D,Historical
20HK01,D,ILOC,vocational,international,"Christelijke basisschool ""Het Kompas"", Leonardo",Flevoweg 73.0 ,3841KK,HARDERWIJK,Gelderland,2014-08-01,2020-10-01,False,H,3841kk,ILOC,D,Historical
26AZ01,D,ILOC,vocational,international,De Gantel locatie Waterlelie,Laantje van Salland 32.0 ,2548NP,'S-GRAVENHAGE,Zuid-Holland,2014-08-01,2021-08-01,False,H,2548np,ILOC,D,Historical
18MO02,D,ILOC,vocational,international,Basisschool Noordhove,Oranje Vrijstaatplein 2.0 ,3312EP,DORDRECHT,Zuid-Holland,2014-08-01,2022-08-01,False,H,3312ep,ILOC,D,Historical
24MK01,D,ILOC,vocational,international,Wereldwijzer,Goudenregenstraat 1.0 ,6921EG,DUIVEN,Gelderland,2014-08-01,2022-08-01,False,H,6921eg,ILOC,D,Historical
05HH03,D,ILOC,vocational,international,Taalklas De Fakkel,Bachstraat 20.0 ,1962BD,HEEMSKERK,Noord-Holland,2014-08-01,,True,H,1962bd,ILOC,D,Active
08QW01,D,ILOC,vocational,international,"Basisschool Petrus Canisius, Opvangklassen",Kerkweg 107.0 ,6155KL,PUTH,Limburg,2014-08-01,,True,H,6155kl,ILOC,D,Active
09FY02,D,ILOC,vocational,international,"Openbare basisschool De Maaskei, locatie Stein",Dieterenstraat 2.0 ,6171JK,STEIN,Limburg,2014-08-01,,True,H,6171jk,ILOC,D,Active
11LL01,D,ILOC,vocational,international,"basisschool De Vlieger, loc. AZC-school",Gaffelhof 73.0 ,6418KC,HEERLEN,Limburg,2014-08-01,,True,H,6418kc,ILOC,D,Active
11QV04,D,ILOC,vocational,international,Schakelklas 't Prisma,Mercuriusweg 2.0 ,1443VB,PURMEREND,Noord-Holland,2014-08-01,,True,H,1443vb,ILOC,D,Active
11QV04,D,ILOC,vocational,international,Schakelklas Nieuwkomers,Gasinjetstraat 1.0 ,1442WN,PURMEREND,Noord-Holland,2014-08-01,,True,H,1442wn,ILOC,D,Active
11QV04,D,ILOC,vocational,international,Schakelklas Purmerend,Pinksterbloem 67.0 -69,1441RJ,PURMEREND,Noord-Holland,2014-08-01,,True,H,1441rj,ILOC,D,Active
12AP02,D,ILOC,vocational,international,basisschool De Satelliet,Schuilenburg 16.0 ,3328CH,DORDRECHT,Zuid-Holland,2014-08-01,,True,H,3328ch,ILOC,D,Active
12SL02,D,ILOC,vocational,international,International School Delft,Nassaulaan 2.0 B,2628GH,DELFT,Zuid-Holland,2014-08-01,,True,H,2628gh,ILOC,D,Active
12SL02,D,ILOC,vocational,international,International School Delft,Jaffalaan 9.0 ,2628BX,DELFT,Zuid-Holland,2014-08-01,,True,H,2628bx,ILOC,D,Active
13AQ01,D,ILOC,vocational,international,De Molenwerf,Priorlaan 1.0 ,4003AP,TIEL,Gelderland,2014-08-01,,True,H,4003ap,ILOC,D,Active
13BF03,D,ILOC,vocational,international,"De Carrousel, locatie Da Vinci",Bizetstraat 1.0 ,6904KL,ZEVENAAR,Gelderland,2014-08-01,,True,H,6904kl,ILOC,D,Active
14LR02,D,ILOC,vocational,international,"o.b.s. De Barte, afdeling NT2",Zetveld 38.0 ,9202LM,DRACHTEN,Friesland,2014-08-01,,True,H,9202lm,ILOC,D,Active
14LR02,D,ILOC,vocational,international,OBS De Vlinderboom,De Ring 2.0 ,9202NW,DRACHTEN,Friesland,2014-08-01,,True,H,9202nw,ILOC,D,Active
18UC02,D,ILOC,vocational,international,OBS Het Palet,Populierenlaan 46.0 ,1561VB,KROMMENIE,Noord-Holland,2014-08-01,,True,H,1561vb,ILOC,D,Active
18WY02,D,ILOC,vocational,international,obs De Mei,Voltastraat 15.0 A,1521TL,WORMERVEER,Noord-Holland,2014-08-01,,True,H,1521tl,ILOC,D,Active
19KI02,D,ILOC,vocational,international,obs De Bron - Schoolwoningen,Bekestein 61.0 a,3343CA,HENDRIK-IDO-AMBACHT,Zuid-Holland,2014-08-01,,True,H,3343ca,ILOC,D,Active
22LK02,D,ILOC,vocational,international,de Margrietschool,Hans Lipperheystraat 1.0 ,3331EM,ZWIJNDRECHT,Zuid-Holland,2014-08-01,,True,H,3331em,ILOC,D,Active
11RY01,D,ILOC,vocational,international,Afdeling eerste opvang anderstaligen Feiko Clockschool,Sportlaan 10.0 ,9665HT,OUDE PEKELA,Groningen,2014-03-01,2017-08-01,False,H,9665ht,ILOC,D,Historical
12YM01,D,ILOC,vocational,international,"WereldKidz Op Dreef, locatie AZC Zeist",Gerrit Jan vd Veenlaan 2.0 ,3705PE,ZEIST,Utrecht,2014-03-01,2018-08-01,False,H,3705pe,ILOC,D,Historical
12YM01,D,ILOC,vocational,international,Vrije Vogel,Kampweg 122.0 ,3707JX,ZEIST,Utrecht,2014-03-01,2018-08-01,False,H,3707jx,ILOC,D,Historical
30BB01,D,ILOC,vocational,international,Poseidon,Franz Zieglerstraat 201.0 ,1087HN,AMSTERDAM,Noord-Holland,2014-03-01,2022-08-01,False,H,1087hn,ILOC,D,Historical
13VQ01,D,ILOC,vocational,international,basisschool Het Zonnelicht,Broekslootkade 95.0 -97,2281TC,RIJSWIJK ZH,Zuid-Holland,2014-01-01,2017-08-01,False,H,2281tc,ILOC,D,Historical
07SP01,D,ILOC,vocational,international,basisschool de Driemaster,Spinozalaan 175.0 ,2273XG,VOORBURG,Zuid-Holland,2014-01-01,,True,H,2273xg,ILOC,D,Active
11LY03,D,ILOC,vocational,international,Frankendaelschool,Tweede Oosterparkstraat 33.0 ,1091HV,AMSTERDAM,Noord-Holland,2013-08-01,2014-08-01,False,H,1091hv,ILOC,D,Historical
13QZ03,D,ILOC,vocational,international,"Freinetschool, locatie Jac. P. Thijsse",Frederik van Eedenlaan 12.0 A,2624VH,DELFT,Zuid-Holland,2013-08-01,2014-08-01,False,H,2624vh,ILOC,D,Historical
06KE01,D,ILOC,vocational,international,basisschool De Timp,Walcherenstraat 5.0 ,6922DB,DUIVEN,Gelderland,2013-08-01,2015-08-01,False,H,6922db,ILOC,D,Historical
23RF01,D,ILOC,vocational,international,Montessorischool Floriande,Deltaweg 103.0 ,2134XS,HOOFDDORP,Noord-Holland,2013-08-01,2016-08-01,False,H,2134xs,ILOC,D,Historical
01VI03,D,ILOC,vocational,international,PCBS De Wegwijzer,Koning Karelpad 2.0 ,3813HC,AMERSFOORT,Utrecht,2013-08-01,2017-08-01,False,H,3813hc,ILOC,D,Historical
19NH01,D,ILOC,vocational,international,De Menko-toren,Bosuilstraat 11.0 ,7523BJ,ENSCHEDE,Overijssel,2013-08-01,2017-08-01,False,H,7523bj,ILOC,D,Historical
13PG03,D,ILOC,vocational,international,cbs Marimba,Galileilaan 7.0 ,3204AK,SPIJKENISSE,Zuid-Holland,2013-08-01,2019-08-01,False,H,3204ak,ILOC,D,Historical
13PG04,D,ILOC,vocational,international,cbs Marimba,Eikenlaan 88.0 A,3203BM,SPIJKENISSE,Zuid-Holland,2013-08-01,2019-08-01,False,H,3203bm,ILOC,D,Historical
09UK01,D,ILOC,vocational,international,CBS De Klimop Ridderkerk,Mr. Treubstraat 3.0 ,2982VN,RIDDERKERK,Zuid-Holland,2013-08-01,2022-08-01,False,H,2982vn,ILOC,D,Historical
13CY01,D,ILOC,vocational,international,De Bron,Van Essenlaan 12.0 ,3907JA,VEENENDAAL,Utrecht,2013-08-01,2022-08-01,False,H,3907ja,ILOC,D,Historical
13CY01,D,ILOC,vocational,international,De Bron,Spiesheem 54.0 ,3907NJ,VEENENDAAL,Utrecht,2013-08-01,2022-08-01,False,H,3907nj,ILOC,D,Historical
09TB01,D,ILOC,vocational,international,Dr. A. Kuyperschool,Dr. A. Kuyperplein 14.0 ,7556ET,HENGELO OV,Overijssel,2013-08-01,2023-08-01,False,H,7556et,ILOC,D,Historical
17SW01,D,ILOC,vocational,international,Park16Hoven,Tinbergenlaan 50.0 ,3045BJ,ROTTERDAM,Zuid-Holland,2013-08-01,2023-08-01,False,H,3045bj,ILOC,D,Historical
03GE02,D,ILOC,vocational,international,Het Podium,Burg Koningssingel 39.0 ,3042NK,ROTTERDAM,Zuid-Holland,2013-08-01,,True,H,3042nk,ILOC,D,Active
08YU03,D,ILOC,vocational,international,De Wingerd locatie Kroonkruid,Kroonkruid 107.0 A,2914TK,NIEUWERKERK AD IJSSEL,Zuid-Holland,2013-08-01,,True,H,2914tk,ILOC,D,Active
10JK01,D,ILOC,vocational,international,basisschool de Beerze locatie Middelbeers,Beukenhaag 1.0 ,5091DA,OOST WEST EN MIDDELBEERS,Noord-Brabant,2013-08-01,,True,H,5091da,ILOC,D,Active
14EC01,D,ILOC,vocational,international,Eerste opvang nieuwkomers,Burg Van Haarenlaan 871.0 ,3119GD,SCHIEDAM,Zuid-Holland,2013-08-01,,True,H,3119gd,ILOC,D,Active
14EW01,D,ILOC,vocational,international,"basisschool De Wateringe, locatie 1e Openbare Montessorischool",Schoolslag 2.0 ,3223ER,HELLEVOETSLUIS,Zuid-Holland,2013-08-01,,True,H,3223er,ILOC,D,Active
15XO01,D,ILOC,vocational,international,OBS Het Schateiland,Mercatorhof 7.0 ,2803EX,GOUDA,Zuid-Holland,2013-08-01,,True,H,2803ex,ILOC,D,Active
15XO02,D,ILOC,vocational,international,OBS Jenaplanschool Het Vlot,Oosthoef 3.0 ,2804ST,GOUDA,Zuid-Holland,2013-08-01,,True,H,2804st,ILOC,D,Active
16HU03,D,ILOC,vocational,international,Openbare Basisschool De Zes Wielen,Oudorperdijkje 66.0 ,1821AP,ALKMAAR,Noord-Holland,2013-08-01,,True,H,1821ap,ILOC,D,Active
16IC01,D,ILOC,vocational,international,Internationale Taalklas Haarlem,Albert Schweitzerlaan 8.0 ,2037RS,HAARLEM,Noord-Holland,2013-08-01,,True,H,2037rs,ILOC,D,Active
16IC01,D,ILOC,vocational,international,Internationale Taalklas Haarlem,Prinses Beatrixdreef 6.0 ,2033TX,HAARLEM,Noord-Holland,2013-08-01,,True,H,2033tx,ILOC,D,Active
16UW01,D,ILOC,vocational,international,AZC-locatie,Sandelingplein 25.0 ,3075AG,ROTTERDAM,Zuid-Holland,2013-08-01,,True,H,3075ag,ILOC,D,Active
16WZ01,D,ILOC,vocational,international,Elout van Soeterwoudeschool,Voetjesstraat 8.0 ,3081HP,ROTTERDAM,Zuid-Holland,2013-08-01,,True,H,3081hp,ILOC,D,Active
16XQ02,D,ILOC,vocational,international,Expertisecentrum Anderstaligen,Rolderbrink 128.0 -130,7812PK,EMMEN,Drenthe,2013-08-01,,True,H,7812pk,ILOC,D,Active
16XQ02,D,ILOC,vocational,international,Expertisecentrum Anderstaligen,Zuidlaarderbrink 4.0 ,7812GE,EMMEN,Drenthe,2013-08-01,,True,H,7812ge,ILOC,D,Active
16XQ02,D,ILOC,vocational,international,Expertisecentrum Anderstaligen,Mantingerbrink 203.0 ,7812MD,EMMEN,Drenthe,2013-08-01,,True,A,7812md,ILOC,D,Active
18AA03,D,ILOC,vocational,international,Locatie Müllerpier,Sint-Jobskade 14.0 -16,3024EN,ROTTERDAM,Zuid-Holland,2013-08-01,,True,H,3024en,ILOC,D,Active
18GY02,D,ILOC,vocational,international,Schakelklas eerste opvang,Carnissedreef 2.0 -4,3084NN,ROTTERDAM,Zuid-Holland,2013-08-01,,True,H,3084nn,ILOC,D,Active
19VB01,D,ILOC,vocational,international,Eerste opvang nieuwkomers,Steenwijklaan 20.0 ,2541RL,'S-GRAVENHAGE,Zuid-Holland,2013-08-01,,True,H,2541rl,ILOC,D,Active
20ZG02,D,ILOC,vocational,international,Bataviaschool,Bankastraat 18.0 ,1094ED,AMSTERDAM,Noord-Holland,2013-08-01,,True,H,1094ed,ILOC,D,Active
20ZG02,D,ILOC,vocational,international,Bataviaschool,Sumatrastraat 87.0 ,1094LR,AMSTERDAM,Noord-Holland,2013-08-01,,True,H,1094lr,ILOC,D,Active
26BD01,D,ILOC,vocational,international,Protestants Christelijke Daltonschool De Zevensprong,Oude Wetering 78.0 ,8044PA,ZWOLLE,Overijssel,2013-08-01,,True,H,8044pa,ILOC,D,Active
26BD01,D,ILOC,vocational,international,Kindcentrum De Paperclip,Oude Wetering 82.0 ,8044PA,ZWOLLE,Overijssel,2013-08-01,,True,H,8044pa,ILOC,D,Active
27WZ01,D,ILOC,vocational,international,Leonardo afdeling Kloostertuin,Aletta Jacobsweg 80.0 ,9408AM,ASSEN,Drenthe,2013-08-01,,True,H,9408am,ILOC,D,Active
27WZ01,D,ILOC,vocational,international,Leonardo afdeling Kloostertuin,De Boomgaard 1.0 ,9408JA,ASSEN,Drenthe,2013-08-01,,True,H,9408ja,ILOC,D,Active
27YP01,D,ILOC,vocational,international,Primary Years Programme (IGBO KinderCampus),Emmastraat 56.0 -58,1213AL,HILVERSUM,Noord-Holland,2013-08-01,,True,H,1213al,ILOC,D,Active
14FX01,D,ILOC,vocational,international,Nieuwkomersgroep De Tweemaster,Evertsenstraat 100.0 ,4461XS,GOES,Zeeland,2013-01-01,2019-08-01,False,H,4461xs,ILOC,D,Historical
14FX01,D,ILOC,vocational,international,"basisschool De Tweemaster, afdeling Taal Expertise Centrum Goes",Kuyperlaan 29.0 ,4463SH,GOES,Zeeland,2013-01-01,2019-08-01,False,H,4463sh,ILOC,D,Historical
07MK01,D,ILOC,vocational,international,"basisschool De Repelaer, locatie Eddingtonweg",Eddingtonweg 9.0 ,3318BE,DORDRECHT,Zuid-Holland,2013-01-01,,True,H,3318be,ILOC,D,Active
09SW01,D,ILOC,vocational,international,"basisschool De Regenboog, locatie Volkerakweg",Volkerakweg 60.0 ,3313BN,DORDRECHT,Zuid-Holland,2013-01-01,,True,H,3313bn,ILOC,D,Active
10FM03,D,ILOC,vocational,international,"Kindercentrum Mozaïek, centrale opvangklas",Nieuwveld 61.0 ,5702HW,HELMOND,Noord-Brabant,2013-01-01,,True,H,5702hw,ILOC,D,Active
18JG03,D,ILOC,vocational,international,Ds Joh. Bogermanschool,Dorus Rijkersrede 1.0 -3,2901CL,CAPELLE AAN DEN IJSSEL,Zuid-Holland,2012-08-01,2013-08-01,False,H,2901cl,ILOC,D,Historical
02RH11,D,ILOC,vocational,international,Het Berkenhofcollege (V) SO,Bakkersbergweg 7.0 ,4706PD,ROOSENDAAL,Noord-Brabant,2012-08-01,2014-01-01,False,H,4706pd,ILOC,D,Historical
07WD02,D,ILOC,vocational,international,"De Kornalijn, MKD Juzt",Drebbelstraat 20.0 ,4622RC,BERGEN OP ZOOM,Noord-Brabant,2012-08-01,2014-01-01,False,H,4622rc,ILOC,D,Historical
00KZ01,D,ILOC,vocational,international,"SBO het Zilverlicht, locatie Kaatsheuvel",Ringvaert 18.0 ,5171MX,KAATSHEUVEL,Noord-Brabant,2012-08-01,2014-11-01,False,H,5171mx,ILOC,D,Historical
03HD01,D,ILOC,vocational,international,Rembrandtschool,Frans Halsstraat 6.0 ,2162CM,LISSE,Zuid-Holland,2012-08-01,2019-01-01,False,H,2162cm,ILOC,D,Historical
05NQ01,D,ILOC,vocational,international,"Menso Altinghschool, loc. Ter Borch Borchkwartier",Borchsingel 41.0 ,9766PP,EELDERWOLDE,Drenthe,2012-08-01,2019-06-01,False,H,9766pp,ILOC,D,Historical
05NQ01,D,ILOC,vocational,international,"Menso Altingschool, loc. Ter Borch Borchkwartier",Borchsingel 39.0 ,9766PP,EELDERWOLDE,Drenthe,2012-08-01,2019-06-01,False,H,9766pp,ILOC,D,Historical
12OK02,D,ILOC,vocational,international,Pr. Margrietschool Noord,Heemraadsweide 1.0 -3,3437CA,NIEUWEGEIN,Utrecht,2012-08-01,2020-08-01,False,H,3437ca,ILOC,D,Historical
13QZ02,D,ILOC,vocational,international,Delftse Daltonschool loc. Van Rijslaan,Van Rijslaan 8.0 ,2625KX,DELFT,Zuid-Holland,2012-08-01,2021-10-01,False,H,2625kx,ILOC,D,Historical
15XP01,D,ILOC,vocational,international,"’t Schöppert, afdeling Leonardo",Klaas de Rookstraat 57.0 ,7558DJ,HENGELO OV,Overijssel,2012-08-01,2023-08-01,False,H,7558dj,ILOC,D,Historical
16XQ01,D,ILOC,vocational,international,AZC OBS de Brink loc. Hesselanden,Wilhelmsweg 85.0 A,7814VG,EMMEN,Drenthe,2012-08-01,2024-08-01,False,H,7814vg,ILOC,D,Historical
05VX02,D,ILOC,vocational,international,Europese School Den Haag,Houtrustweg 2.0 ,2566HA,'S-GRAVENHAGE,Zuid-Holland,2012-08-01,,True,H,2566ha,ILOC,D,Active
06CN02,D,ILOC,vocational,international,Afdeling Eerste Opvang Anderstaligen De Oosterschool.,Hoofdweg 233.0 ,9695AH,BELLINGWOLDE,Groningen,2012-08-01,,True,H,9695ah,ILOC,D,Active
13AO02,D,ILOC,vocational,international,Obs De Wegwijzer,Mozartlaan 1.0 ,6865GA,DOORWERTH,Gelderland,2012-08-01,,True,H,6865ga,ILOC,D,Active
13YD02,D,ILOC,vocational,international,Neveninstroomproject de Globe,Van Limburg Stirumstraat 49.0 ,3135NR,VLAARDINGEN,Zuid-Holland,2012-08-01,,True,H,3135nr,ILOC,D,Active
13YD02,D,ILOC,vocational,international,Neveninstroomproject de Globe,Binnensingel 128.0 ,3134NH,VLAARDINGEN,Zuid-Holland,2012-08-01,,True,H,3134nh,ILOC,D,Active
14DG01,D,ILOC,vocational,international,Het Open Venster,Tarwekamp 3.0 ,2592XG,'S-GRAVENHAGE,Zuid-Holland,2012-08-01,,True,H,2592xg,ILOC,D,Active
16WU02,D,ILOC,vocational,international,Obs Bello,Snaarmanslaan 19.0 ,1815SB,ALKMAAR,Noord-Holland,2012-08-01,,True,H,1815sb,ILOC,D,Active
16YA01,D,ILOC,vocational,international,Openbare Basisschool Socrates,Lage Hoek 71.0 ,1689CP,ZWAAG,Noord-Holland,2012-08-01,,True,H,1689cp,ILOC,D,Active
17ON01,D,ILOC,vocational,international,International School Utrecht,Notebomenlaan 400.0 ,3582CN,UTRECHT,Utrecht,2012-08-01,,True,H,3582cn,ILOC,D,Active
17ON01,D,ILOC,vocational,international,International School Utrecht,Van Bijnkershoeklaan 8.0 ,3527XL,UTRECHT,Utrecht,2012-08-01,,True,H,3527xl,ILOC,D,Active
18NV02,D,ILOC,vocational,international,basisschool Mondriaan Opvang Nieuwkomers,Jacob Marisstraat 80.0 ,3314TK,DORDRECHT,Zuid-Holland,2012-08-01,,True,H,3314tk,ILOC,D,Active
19LM01,D,ILOC,vocational,international,Basisschool De Dubbeldekker - Centrale Opvang Basis Onderwijs,Oude Amersfoortseweg 196.0 -198,1212AL,HILVERSUM,Noord-Holland,2012-08-01,,True,H,1212al,ILOC,D,Active
26PY01,D,ILOC,vocational,international,KBS Vlieger 1,Papaverweg 57.0 ,8042ED,ZWOLLE,Overijssel,2012-08-01,,True,H,8042ed,ILOC,D,Active
26PY02,D,ILOC,vocational,international,KBS Vlieger 3,Ingelandhof 1.0 ,8043EC,ZWOLLE,Overijssel,2012-08-01,,True,H,8043ec,ILOC,D,Active
28AW01,D,ILOC,vocational,international,KBS De Jazzsingel,James Johnsonstraat 100.0 C,3543GD,UTRECHT,Utrecht,2012-08-01,,True,H,3543gd,ILOC,D,Active
28AW01,D,ILOC,vocational,international,KBS De Jazzsingel,Jazzsingel 900.0 ,3543GB,UTRECHT,Utrecht,2012-08-01,,True,H,3543gb,ILOC,D,Active
30RM,U,ROC,vocational,main,Stichting ROC TOP,Vlaardingenlaan 25.0 ,1062HM,AMSTERDAM,Noord-Holland,2012-08-01,,True,H,1062hm,ROC,U,Active
30RM,U,ROC,vocational,main,Stichting ROC TOP,Vlaardingenlaan 15.0 ,1062HM,AMSTERDAM,Noord-Holland,2012-08-01,,True,H,1062hm,ROC,U,Active
30RM,U,ROC,vocational,main,Stichting ROC TOP,NDSM-straat 1.0 ,1033SB,AMSTERDAM,Noord-Holland,2012-08-01,,True,H,1033sb,ROC,U,Active
30RN,U,ROC,vocational,main,Stichting Interconfessioneel Beroepsonderwijs Volwasseneducatie regio Utrecht,Australielaan 23.0 ,3526AB,UTRECHT,Utrecht,2012-08-01,,True,H,3526ab,ROC,U,Active
30RR,U,ROC,vocational,main,Stichting Interconf. Beroepsonderwijs en Volwasseneducatie Regio Amersfoort,Leusderweg 30.0 -34,3817KB,AMERSFOORT,Utrecht,2012-08-01,,True,H,3817kb,ROC,U,Active
04EY06,D,ILOC,vocational,international,VSO De Argo,Evertsenlaan 84.0 ,4535AD,TERNEUZEN,Zeeland,2012-01-01,2012-08-01,False,H,4535ad,ILOC,D,Historical
04EY07,D,ILOC,vocational,international,Acreon,Industriestraat 3.0 ,4462EZ,GOES,Zeeland,2012-01-01,2012-08-01,False,H,4462ez,ILOC,D,Historical
18XB01,D,ILOC,vocational,international,Montessori Kind Centrum 'Mozaïek',Johan Willem Frisostraat 37.0 ,3314JN,DORDRECHT,Zuid-Holland,2012-01-01,2013-01-01,False,H,3314jn,ILOC,D,Historical
05ZT01,D,ILOC,vocational,international,Locatie Merlijn,Clara van Delwigstraat 1.0 ,6686AH,DOORNENBURG,Gelderland,2012-01-01,2013-08-01,False,H,6686ah,ILOC,D,Historical
04AJ01,D,ILOC,vocational,international,Jenaplan basisschool 't Bontenest,Spechtenkamp 232.0 ,3607KN,MAARSSEN,Utrecht,2012-01-01,2017-10-02,False,H,3607kn,ILOC,D,Historical
13AN03,D,ILOC,vocational,international,Balansleren Veenendaal,Van Essenlaan 8.0 ,3907JA,VEENENDAAL,Utrecht,2012-01-01,,True,H,3907ja,ILOC,D,Active
18RJ01,D,ILOC,vocational,international,"Kennedyschool, locatie Sterrenburg",Eddingtonweg 3.0 ,3318BE,DORDRECHT,Zuid-Holland,2012-01-01,,True,H,3318be,ILOC,D,Active
18RJ02,D,ILOC,vocational,international,"basisschool John F. Kennedy, locatie Crabbehof/Wielwijk",Zuidendijk 363.0 a,3317NR,DORDRECHT,Zuid-Holland,2012-01-01,,True,H,3317nr,ILOC,D,Active
19OE02,D,ILOC,vocational,international,"De Boomhut, locatie Julianalaan",Julianalaan 1.0 ,6824KG,ARNHEM,Gelderland,2012-01-01,,True,H,6824kg,ILOC,D,Active
22JE02,D,ILOC,vocational,international,Lea Dasbergschool,Emily Brontesingel 1.0 a,6836TV,ARNHEM,Gelderland,2011-08-01,2011-09-01,False,H,6836tv,ILOC,D,Historical
00KX02,D,ILOC,vocational,international,Herman Broerenschool,Keulsebaan 508.0 ,6045GL,ROERMOND,Limburg,2011-08-01,2012-01-01,False,H,6045gl,ILOC,D,Historical
01BS06,D,ILOC,vocational,international,"Schreuder Schreuder College, loc. Kastanjedaal",Kastanjedaal 1.0 ,3075LT,ROTTERDAM,Zuid-Holland,2011-08-01,2013-08-01,False,H,3075lt,ILOC,D,Historical
13BF02,D,ILOC,vocational,international,Sterrenschool,Bemlaan 3.0 ,6905VH,ZEVENAAR,Gelderland,2011-08-01,2013-08-01,False,H,6905vh,ILOC,D,Historical
13HV01,D,ILOC,vocational,international,Basisschool Driemaster,Wilddreef 2.0 ,2352CD,LEIDERDORP,Zuid-Holland,2011-08-01,2013-08-01,False,H,2352cd,ILOC,D,Historical
24CR02,D,ILOC,vocational,international,Prins Clausschool,Sieraadlaan 100.0 A,2719SN,ZOETERMEER,Zuid-Holland,2011-08-01,2013-08-01,False,H,2719sn,ILOC,D,Historical
24CT03,D,ILOC,vocational,international,De Floriant,Goudenregenzoom 125.0 ,2719HE,ZOETERMEER,Zuid-Holland,2011-08-01,2013-08-01,False,H,2719he,ILOC,D,Historical
24CT04,D,ILOC,vocational,international,De Floriant,Goudenregenzoom 109.0 ,2719HE,ZOETERMEER,Zuid-Holland,2011-08-01,2013-08-01,False,H,2719he,ILOC,D,Historical
06TD01,D,ILOC,vocational,international,De Bonte Mol,Tames Visserstraat 1.0 ,1636XX,SCHERMERHORN,Noord-Holland,2011-08-01,2014-01-01,False,H,1636xx,ILOC,D,Historical
05XZ02,D,ILOC,vocational,international,OBS De Schakel,Kerkhoflaan 1.0 ,2676XV,MAASDIJK,Zuid-Holland,2011-08-01,2014-08-01,False,H,2676xv,ILOC,D,Historical
10XQ01,D,ILOC,vocational,international,"Basisschool Nieuw-Lotbroek, loc AZC-school",Prinsenstraat 14.0 ,6433GJ,HOENSBROEK,Limburg,2011-08-01,2014-08-01,False,H,6433gj,ILOC,D,Historical
19AG05,D,ILOC,vocational,international,azc Kernschool De Gouw,Noorderven 6.0 ,1504AL,ZAANDAM,Noord-Holland,2011-08-01,2014-08-01,False,H,1504al,ILOC,D,Historical
01BS07,D,ILOC,vocational,international,"Schreuder College, locatie Mozartlaan",Mozartlaan 150.0 ,3055KM,ROTTERDAM,Zuid-Holland,2011-08-01,2015-01-01,False,H,3055km,ILOC,D,Historical
09KF02,D,ILOC,vocational,international,"De Sprong, loc. J. de Walestraat",Johan de Walestraat 1.0 ,8921XB,LEEUWARDEN,Friesland,2011-08-01,2015-08-01,False,H,8921xb,ILOC,D,Historical
20KW01,D,ILOC,vocational,international,Obs De Boomgaard,Boomgaardhoekseweg 99.0 ,3191VB,HOOGVLIET ROTTERDAM,Zuid-Holland,2011-08-01,2016-08-01,False,H,3191vb,ILOC,D,Historical
13RO01,D,ILOC,vocational,international,"Mobiel, locatie Holendrecht",Mijehof 406.0 ,1106HW,AMSTERDAM,Noord-Holland,2011-08-01,2016-09-01,False,H,1106hw,ILOC,D,Historical
17MH01,D,ILOC,vocational,international,Montessorischool Buiten,C. van Eesterenplein 1.0 ,1333KM,ALMERE,Flevoland,2011-08-01,2017-08-01,False,H,1333km,ILOC,D,Historical
